"KIQ301.Code.or.Value","KIQ301.Value.Description","KIQ301.Count","KIQ301.Cumulative","KIQ301.Skip.to.Item"
"1","Yes",33,33,NA
"2","No",26,59,NA
"7","Refused",0,59,NA
"9","Don't know",0,59,NA
".","Missing",1422,1481,NA
