"CIQP65.Code.or.Value","CIQP65.Value.Description","CIQP65.Count","CIQP65.Cumulative","CIQP65.Skip.to.Item"
"1","Yes",0,0,"CIQP67"
"2","No",0,0,"CIQP67"
"7","Refused",0,0,"CIQP67"
"9","Don't know",0,0,"CIQP67"
".","Missing",850,850,""
