"RHQ582.Code.or.Value","RHQ582.Value.Description","RHQ582.Count","RHQ582.Cumulative","RHQ582.Skip.to.Item"
"31 to 85","Range of Values",46,46,NA
"777","Refused",0,46,NA
"999","Don't know",1,47,NA
".","Missing",3470,3517,NA
