"CIQD027.Code.or.Value","CIQD027.Value.Description","CIQD027.Count","CIQD027.Cumulative","CIQD027.Skip.to.Item"
"1","Yes",23,23,NA
"2","No",7,30,NA
"7","Refuse",0,30,NA
"9","Don't know",0,30,NA
".","Missing",898,928,NA
