"WHQ070.Code.or.Value","WHQ070.Value.Description","WHQ070.Count","WHQ070.Cumulative","WHQ070.Skip.to.Item"
"1","Yes",2049,2049,NA
"2","No",3623,5672,NA
"7","Refused",0,5672,NA
"9","Don't know",2,5674,NA
".","Missing",790,6464,NA
