"WBXA008.Code.or.Value","WBXA008.Value.Description","WBXA008.Count","WBXA008.Cumulative","WBXA008.Skip.to.Item"
"-10.9214 to 0.9871","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
