"TYXP176.Code.or.Value","TYXP176.Value.Description","TYXP176.Count","TYXP176.Cumulative","TYXP176.Skip.to.Item"
"-293 to 2","Range of Values",2296,2296,NA
".","Missing",6173,8469,NA
