"AUDTYL30.Code.or.Value","AUDTYL30.Value.Description","AUDTYL30.Count","AUDTYL30.Cumulative","AUDTYL30.Skip.to.Item"
"0 to 2.72","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
