"DBD900.Code.or.Value","DBD900.Value.Description","DBD900.Count","DBD900.Cumulative","DBD900.Skip.to.Item"
"0 to 21","Range of Values",7329,7329,NA
"7777","Refused",0,7329,NA
"9999","Don't know",3,7332,NA
".","Missing",2817,10149,NA
