"AUDTYR28.Code.or.Value","AUDTYR28.Value.Description","AUDTYR28.Count","AUDTYR28.Cumulative","AUDTYR28.Skip.to.Item"
"0 to 2.09","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
