"CIQD097.Code.or.Value","CIQD097.Value.Description","CIQD097.Count","CIQD097.Cumulative","CIQD097.Skip.to.Item"
"1","Yes",0,0,"CIQD099"
"2","No",0,0,"CIQD099"
"7","Refuse",0,0,"CIQD099"
"9","Don't know",0,0,"CIQD099"
".","Missing",778,778,""
