"AUQ231.Code.or.Value","AUQ231.Value.Description","AUQ231.Count","AUQ231.Cumulative","AUQ231.Skip.to.Item"
"1","Yes",624,624,NA
"2","No",2542,3166,NA
"7","Refused",0,3166,NA
"9","Don't know",3,3169,NA
".","Missing",6653,9822,NA
