"AUDTYL39.Code.or.Value","AUDTYL39.Value.Description","AUDTYL39.Count","AUDTYL39.Cumulative","AUDTYL39.Skip.to.Item"
"0 to 2.22","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
