"DBQ197.Code.or.Value","DBQ197.Value.Description","DBQ197.Count","DBQ197.Cumulative","DBQ197.Skip.to.Item"
"0","Never",1166,1166,"DBD225"
"1","Rarely-less than once a week",1129,2295,""
"2","Sometimes-once a week or more, but less than once a 
      day, or",2207,4502,""
"3","Often-once a day or more?",4801,9303,""
"4","Varied",58,9361,""
"7","Refused",1,9362,"DBD225"
"9","Don't know",1,9363,"DBD225"
".","Missing",393,9756,""
