"DBQ424.Code.or.Value","DBQ424.Value.Description","DBQ424.Count","DBQ424.Cumulative","DBQ424.Skip.to.Item"
"1","Yes",268,268,NA
"2","No",667,935,NA
"3","Did not attend summer program",698,1633,NA
"7","Refused",0,1633,NA
"9","Don't know",2,1635,NA
".","Missing",8540,10175,NA
