"AUDTYL70.Code.or.Value","AUDTYL70.Value.Description","AUDTYL70.Count","AUDTYL70.Cumulative","AUDTYL70.Skip.to.Item"
"0 to 1.66","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
