"HUQ090.Code.or.Value","HUQ090.Value.Description","HUQ090.Count","HUQ090.Cumulative","HUQ090.Skip.to.Item"
"1","Yes",788,788,NA
"2","No",8000,8788,NA
"7","Refused",0,8788,NA
"9","Don't know",6,8794,NA
".","Missing",1177,9971,NA
