"DUQ430.Code.or.Value","DUQ430.Value.Description","DUQ430.Count","DUQ430.Cumulative","DUQ430.Skip.to.Item"
"1","Yes",138,138,NA
"2","No",1507,1645,NA
"7","Refused",3,1648,NA
"9","Don't know",2,1650,NA
".","Missing",1635,3285,NA
