"AUDTYR72.Code.or.Value","AUDTYR72.Value.Description","AUDTYR72.Count","AUDTYR72.Cumulative","AUDTYR72.Skip.to.Item"
"0 to 0.91","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
