"RFXT134.Code.or.Value","RFXT134.Value.Description","RFXT134.Count","RFXT134.Cumulative","RFXT134.Skip.to.Item"
"1167 to 1176","Range of Values",33679,33679,NA
".","Missing",42,33721,NA
