"MCQ114.Code.or.Value","MCQ114.Value.Description","MCQ114.Count","MCQ114.Cumulative","MCQ114.Skip.to.Item"
"1","Yes",432,432,""
"2","No",815,1247,"MCQ120A"
"7","Refused",2,1249,"MCQ120A"
"9","Don't know",78,1327,"MCQ120A"
".","Missing",9143,10470,""
