"CIQD112.Code.or.Value","CIQD112.Value.Description","CIQD112.Count","CIQD112.Cumulative","CIQD112.Skip.to.Item"
"7 to 37","Range of Values",22,22,NA
"77","Refuse",2,24,NA
"99","Don't know",4,28,NA
".","Missing",822,850,NA
