"SMQ020.Code.or.Value","SMQ020.Value.Description","SMQ020.Count","SMQ020.Cumulative","SMQ020.Skip.to.Item"
"1","Yes",2422,2422,""
"2","No",3559,5981,"SMQ925"
"7","Refused",2,5983,"SMQ925"
"9","Don't know",9,5992,"SMQ925"
".","Missing",1009,7001,""
