"WHQ520.Code.or.Value","WHQ520.Value.Description","WHQ520.Count","WHQ520.Cumulative","WHQ520.Skip.to.Item"
"1","never,",585,585,NA
"2","sometimes, or",688,1273,NA
"3","a lot?",204,1477,NA
"7","Refused",0,1477,NA
"9","Don't know",1,1478,NA
".","Missing",74,1552,NA
