"AUXLR105.Code.or.Value","AUXLR105.Value.Description","AUXLR105.Count","AUXLR105.Cumulative","AUXLR105.Skip.to.Item"
"-52 to 79","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
