"LBD110LC.Code.or.Value","LBD110LC.Value.Description","LBD110LC.Count","LBD110LC.Cumulative","LBD110LC.Skip.to.Item"
"0","At or above the detection limit",1852,1852,NA
"1","Below lower detection limit",30,1882,NA
".","Missing",403,2285,NA
