"CIQG34.Code.or.Value","CIQG34.Value.Description","CIQG34.Count","CIQG34.Cumulative","CIQG34.Skip.to.Item"
"1","Yes",0,0,"CIQG36"
"2","No",1,1,"CIQG36"
"7","Refused",0,1,"CIQG36"
"9","Don't know",0,1,"CIQG36"
".","Missing",927,928,""
