"AUDTYR28.Code.or.Value","AUDTYR28.Value.Description","AUDTYR28.Count","AUDTYR28.Cumulative","AUDTYR28.Skip.to.Item"
"0 to 1.72","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
