"AUDTYR35.Code.or.Value","AUDTYR35.Value.Description","AUDTYR35.Count","AUDTYR35.Cumulative","AUDTYR35.Skip.to.Item"
"0 to 2.03","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
