"SXQ430.Code.or.Value","SXQ430.Value.Description","SXQ430.Count","SXQ430.Cumulative","SXQ430.Skip.to.Item"
"0 to 900","Range of Values",79,79,NA
"77777","Refused",0,79,NA
"99999","Don't know",0,79,NA
".","Missing",3206,3285,NA
