"LBD167LC.Code.or.Value","LBD167LC.Value.Description","LBD167LC.Count","LBD167LC.Cumulative","LBD167LC.Skip.to.Item"
"0","At or above the detection limit",180,180,NA
"1","Below lower detection limit",84,264,NA
".","Missing",0,264,NA
