"AUXLR264.Code.or.Value","AUXLR264.Value.Description","AUXLR264.Count","AUXLR264.Cumulative","AUXLR264.Skip.to.Item"
"-26 to 51","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
