"AUXRR265.Code.or.Value","AUXRR265.Value.Description","AUXRR265.Count","AUXRR265.Cumulative","AUXRR265.Skip.to.Item"
"-24 to 64","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
