"TYXP067.Code.or.Value","TYXP067.Value.Description","TYXP067.Count","TYXP067.Cumulative","TYXP067.Skip.to.Item"
"-134 to 130","Range of Values",8466,8466,NA
".","Missing",3,8469,NA
