"SXQ636.Code.or.Value","SXQ636.Value.Description","SXQ636.Count","SXQ636.Cumulative","SXQ636.Skip.to.Item"
"1 to 1000","Range of Values",1638,1638,NA
"2000","2000 or more",2,1640,NA
"77777","Refused",4,1644,NA
"99999","Don't know",1,1645,NA
".","Missing",3657,5302,NA
