"FSD122.Code.or.Value","FSD122.Value.Description","FSD122.Count","FSD122.Cumulative","FSD122.Skip.to.Item"
"1","Yes",61,61,""
"2","No",1018,1079,"FSD141"
"7","Refused",0,1079,"FSD141"
"9","Don't know",0,1079,"FSD141"
".","Missing",9096,10175,""
