"AUDTYL23.Code.or.Value","AUDTYL23.Value.Description","AUDTYL23.Count","AUDTYL23.Cumulative","AUDTYL23.Skip.to.Item"
"0 to 1.34","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
