"AUXRR178.Code.or.Value","AUXRR178.Value.Description","AUXRR178.Count","AUXRR178.Cumulative","AUXRR178.Skip.to.Item"
"-16 to 62","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
