"WBXA036.Code.or.Value","WBXA036.Value.Description","WBXA036.Count","WBXA036.Cumulative","WBXA036.Skip.to.Item"
"-2.6682 to 0.9999","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
