"TYXP172.Code.or.Value","TYXP172.Value.Description","TYXP172.Count","TYXP172.Cumulative","TYXP172.Skip.to.Item"
"-296 to 0","Range of Values",2844,2844,NA
".","Missing",5625,8469,NA
