"AUXRR264.Code.or.Value","AUXRR264.Value.Description","AUXRR264.Count","AUXRR264.Cumulative","AUXRR264.Skip.to.Item"
"-11 to 47","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
