"TYXA131.Code.or.Value","TYXA131.Value.Description","TYXA131.Count","TYXA131.Cumulative","TYXA131.Skip.to.Item"
"0.09 to 6.692","Range of Values",7896,7896,NA
".","Missing",573,8469,NA
