"RFXT113.Code.or.Value","RFXT113.Value.Description","RFXT113.Count","RFXT113.Cumulative","RFXT113.Skip.to.Item"
"982 to 990","Range of Values",51057,51057,NA
".","Missing",19,51076,NA
