"RHQ430.Code.or.Value","RHQ430.Value.Description","RHQ430.Count","RHQ430.Cumulative","RHQ430.Skip.to.Item"
"10 to 55","Range of Values",1537,1537,NA
"77","Refused",0,1537,NA
"99","Don't know",9,1546,NA
".","Missing",2018,3564,NA
