"CBQ596.Code.or.Value","CBQ596.Value.Description","CBQ596.Count","CBQ596.Cumulative","CBQ596.Skip.to.Item"
"1","Yes",1054,1054,""
"2","No",5405,6459,"CBQ505"
"7","Refused",0,6459,"CBQ505"
"9","Don't know",5,6464,"CBQ505"
".","Missing",3711,10175,""
