"SMQ895.Code.or.Value","SMQ895.Value.Description","SMQ895.Count","SMQ895.Cumulative","SMQ895.Skip.to.Item"
"0 to 30","Range of Values",2065,2065,NA
"77","Refused",0,2065,NA
"99","Don't know",1,2066,NA
".","Missing",4935,7001,NA
