"KIQ025.Code.or.Value","KIQ025.Value.Description","KIQ025.Count","KIQ025.Cumulative","KIQ025.Skip.to.Item"
"1","Yes",19,19,NA
"2","No",126,145,NA
"7","Refused",0,145,NA
"9","Don't know",0,145,NA
".","Missing",5266,5411,NA
