"ORXH45.Code.or.Value","ORXH45.Value.Description","ORXH45.Count","ORXH45.Cumulative","ORXH45.Skip.to.Item"
"1","Positive",4,4,NA
"2","Negative",4720,4724,NA
"3","Not evaluated",333,5057,NA
".","Missing",0,5057,NA
