"AUDTYR57.Code.or.Value","AUDTYR57.Value.Description","AUDTYR57.Count","AUDTYR57.Cumulative","AUDTYR57.Skip.to.Item"
"0 to 3.69","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
