"CBQ560.Code.or.Value","CBQ560.Value.Description","CBQ560.Count","CBQ560.Cumulative","CBQ560.Skip.to.Item"
"1","Yes",40,40,NA
"2","No",1731,1771,NA
"7","Refused",0,1771,NA
"9","Don't know",0,1771,NA
".","Missing",1098,2869,NA
