"DIQ172.Code.or.Value","DIQ172.Value.Description","DIQ172.Count","DIQ172.Cumulative","DIQ172.Skip.to.Item"
"1","Yes",1702,1702,""
"2","No",4703,6405,"DIQ180"
"7","Refused",0,6405,"DIQ180"
"9","Don't know",64,6469,"DIQ180"
".","Missing",3301,9770,""
