"TYXP046.Code.or.Value","TYXP046.Value.Description","TYXP046.Count","TYXP046.Cumulative","TYXP046.Skip.to.Item"
"-71 to 173","Range of Values",8468,8468,NA
".","Missing",1,8469,NA
