"AUDTYR62.Code.or.Value","AUDTYR62.Value.Description","AUDTYR62.Count","AUDTYR62.Cumulative","AUDTYR62.Skip.to.Item"
"0 to 2.28","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
