"SXQ550.Code.or.Value","SXQ550.Value.Description","SXQ550.Count","SXQ550.Cumulative","SXQ550.Skip.to.Item"
"0 to 50","Range of Values",96,96,NA
"77777","Refused",0,96,NA
"99999","Don't know",0,96,NA
".","Missing",4961,5057,NA
