"TYXP052.Code.or.Value","TYXP052.Value.Description","TYXP052.Count","TYXP052.Cumulative","TYXP052.Skip.to.Item"
"-110 to 152","Range of Values",8468,8468,NA
".","Missing",1,8469,NA
