"MCQ080.Code.or.Value","MCQ080.Value.Description","MCQ080.Count","MCQ080.Cumulative","MCQ080.Skip.to.Item"
"1","Yes",1895,1895,NA
"2","No",4275,6170,NA
"7","Refused",1,6171,NA
"9","Don't know",3,6174,NA
".","Missing",3190,9364,NA
