"AUDTYL71.Code.or.Value","AUDTYL71.Value.Description","AUDTYL71.Count","AUDTYL71.Cumulative","AUDTYL71.Skip.to.Item"
"0 to 1.44","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
