"AUDTYR03.Code.or.Value","AUDTYR03.Value.Description","AUDTYR03.Count","AUDTYR03.Cumulative","AUDTYR03.Skip.to.Item"
"0 to 1.63","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
