"DR1_040Z.Code.or.Value","DR1_040Z.Value.Description","DR1_040Z.Count","DR1_040Z.Cumulative","DR1_040Z.Skip.to.Item"
"1","Yes",97899,97899,NA
"2","No",47652,145551,NA
"7","Refused",0,145551,NA
"9","Don't know",1,145552,NA
".","Missing",1388,146940,NA
