"AUXLR246.Code.or.Value","AUXLR246.Value.Description","AUXLR246.Count","AUXLR246.Cumulative","AUXLR246.Skip.to.Item"
"-17 to 76","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
