"DUQ330.Code.or.Value","DUQ330.Value.Description","DUQ330.Count","DUQ330.Cumulative","DUQ330.Skip.to.Item"
"1","Yes",256,256,""
"2","No",517,773,"DUQ370"
"7","Refused",0,773,"DUQ370"
"9","Don't know",0,773,"DUQ370"
".","Missing",4529,5302,""
