"CIQD051.Code.or.Value","CIQD051.Value.Description","CIQD051.Count","CIQD051.Cumulative","CIQD051.Skip.to.Item"
"0 to 52","Range of Values",110,110,NA
"77","Refuse",0,110,NA
"99","Don't know",1,111,NA
".","Missing",817,928,NA
