"AUXRR216.Code.or.Value","AUXRR216.Value.Description","AUXRR216.Count","AUXRR216.Cumulative","AUXRR216.Skip.to.Item"
"-104 to 59","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
