"AUXLR207.Code.or.Value","AUXLR207.Value.Description","AUXLR207.Count","AUXLR207.Cumulative","AUXLR207.Skip.to.Item"
"-33 to 47","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
